<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
IBE.MC,D,20040817,000000,4.14,4.14,4.09,4.12,17483000,0
IBE.MC,D,20040818,000000,4.10,4.14,4.10,4.13,6669000,0
IBE.MC,D,20040819,000000,4.14,4.16,4.13,4.14,42915900,0
IBE.MC,D,20040820,000000,4.12,4.14,4.10,4.14,7616300,0
IBE.MC,D,20040823,000000,4.16,4.18,4.14,4.16,10360800,0
IBE.MC,D,20040824,000000,4.16,4.20,4.15,4.17,9446600,0
IBE.MC,D,20040825,000000,4.17,4.20,4.15,4.17,5451700,0
IBE.MC,D,20040826,000000,4.16,4.22,4.16,4.19,8000300,0
IBE.MC,D,20040827,000000,4.19,4.21,4.17,4.20,9278400,0
IBE.MC,D,20040830,000000,4.22,4.22,4.18,4.19,7540100,0
IBE.MC,D,20040831,000000,4.20,4.24,4.18,4.20,17273000,0
IBE.MC,D,20040901,000000,4.20,4.24,4.20,4.24,10457400,0
IBE.MC,D,20040902,000000,4.24,4.26,4.22,4.25,16360000,0
IBE.MC,D,20040903,000000,4.25,4.31,4.25,4.29,58673500,0
IBE.MC,D,20040906,000000,4.30,4.31,4.29,4.30,45375400,0
IBE.MC,D,20040907,000000,4.29,4.31,4.28,4.30,9298100,0
IBE.MC,D,20040908,000000,4.30,4.30,4.27,4.29,16436800,0
IBE.MC,D,20040909,000000,4.28,4.28,4.24,4.24,12703000,0
IBE.MC,D,20040910,000000,4.23,4.26,4.23,4.25,17531700,0
IBE.MC,D,20040913,000000,4.25,4.28,4.24,4.26,12049800,0
IBE.MC,D,20040914,000000,4.26,4.26,4.22,4.24,17958000,0
IBE.MC,D,20040915,000000,4.24,4.25,4.19,4.22,16613100,0
IBE.MC,D,20040916,000000,4.22,4.23,4.20,4.22,7033800,0
IBE.MC,D,20040917,000000,4.23,4.24,4.20,4.20,28066700,0
IBE.MC,D,20040920,000000,4.21,4.22,4.18,4.20,44261000,0
IBE.MC,D,20040921,000000,4.20,4.21,4.19,4.20,9352700,0
IBE.MC,D,20040922,000000,4.18,4.22,4.18,4.19,14849100,0
IBE.MC,D,20040923,000000,4.18,4.20,4.17,4.18,9982200,0
IBE.MC,D,20040924,000000,4.18,4.19,4.17,4.19,25691700,0
IBE.MC,D,20040927,000000,4.18,4.20,4.14,4.16,17233100,0
IBE.MC,D,20040928,000000,4.14,4.17,4.14,4.16,13003100,0
IBE.MC,D,20040929,000000,4.18,4.20,4.15,4.20,19694700,0
IBE.MC,D,20040930,000000,4.21,4.21,4.18,4.18,19573300,0
IBE.MC,D,20041001,000000,4.18,4.25,4.18,4.25,25880900,0
IBE.MC,D,20041004,000000,4.25,4.30,4.25,4.28,21085700,0
IBE.MC,D,20041005,000000,4.28,4.29,4.23,4.26,15357600,0
IBE.MC,D,20041006,000000,4.26,4.28,4.23,4.27,12772500,0
IBE.MC,D,20041007,000000,4.26,4.29,4.25,4.26,15433400,0
IBE.MC,D,20041008,000000,4.26,4.32,4.25,4.28,22018000,0
IBE.MC,D,20041011,000000,4.30,4.30,4.25,4.27,11160800,0
IBE.MC,D,20041012,000000,4.27,4.27,4.27,4.27,000,0
IBE.MC,D,20041013,000000,4.25,4.27,4.24,4.26,17945200,0
IBE.MC,D,20041014,000000,4.25,4.25,4.22,4.23,13570500,0
IBE.MC,D,20041015,000000,4.22,4.25,4.20,4.24,11486100,0
IBE.MC,D,20041018,000000,4.25,4.26,4.21,4.23,11531300,0
IBE.MC,D,20041019,000000,4.26,4.29,4.25,4.26,16444900,0
IBE.MC,D,20041020,000000,4.24,4.25,4.22,4.24,16025300,0
IBE.MC,D,20041021,000000,4.24,4.27,4.24,4.25,34486400,0
IBE.MC,D,20041022,000000,4.27,4.28,4.26,4.27,15332600,0
IBE.MC,D,20041025,000000,4.24,4.24,4.21,4.21,13254400,0
IBE.MC,D,20041026,000000,4.22,4.23,4.18,4.20,23223500,0
IBE.MC,D,20041027,000000,4.22,4.22,4.18,4.22,22319600,0
IBE.MC,D,20041028,000000,4.26,4.30,4.24,4.26,29303800,0
IBE.MC,D,20041029,000000,4.28,4.30,4.26,4.29,26986700,0
IBE.MC,D,20041101,000000,4.29,4.29,4.29,4.29,000,0
IBE.MC,D,20041102,000000,4.30,4.34,4.30,4.33,23627700,0
IBE.MC,D,20041103,000000,4.34,4.36,4.32,4.34,25855200,0
IBE.MC,D,20041104,000000,4.36,4.36,4.33,4.35,16814700,0
IBE.MC,D,20041105,000000,4.38,4.39,4.34,4.36,17703300,0
IBE.MC,D,20041108,000000,4.35,4.37,4.33,4.35,7899600,0
IBE.MC,D,20041109,000000,4.36,4.36,4.34,4.36,9418400,0
IBE.MC,D,20041110,000000,4.37,4.38,4.34,4.36,13687800,0
IBE.MC,D,20041111,000000,4.36,4.37,4.33,4.36,13524300,0
IBE.MC,D,20041112,000000,4.36,4.38,4.34,4.35,8976500,0
IBE.MC,D,20041115,000000,4.36,4.38,4.32,4.34,14832500,0
IBE.MC,D,20041116,000000,4.35,4.35,4.30,4.30,17048400,0
IBE.MC,D,20041117,000000,4.32,4.36,4.28,4.36,39819300,0
IBE.MC,D,20041118,000000,4.33,4.39,4.32,4.37,23540300,0
IBE.MC,D,20041119,000000,4.36,4.41,4.36,4.38,19169800,0
IBE.MC,D,20041122,000000,4.35,4.39,4.34,4.39,46228000,0
IBE.MC,D,20041123,000000,4.40,4.41,4.36,4.38,14287600,0
IBE.MC,D,20041124,000000,4.41,4.41,4.34,4.37,11941600,0
IBE.MC,D,20041125,000000,4.37,4.40,4.36,4.40,11433500,0
IBE.MC,D,20041126,000000,4.39,4.44,4.36,4.44,22195200,0
IBE.MC,D,20041129,000000,4.43,4.47,4.43,4.44,22718700,0
IBE.MC,D,20041130,000000,4.45,4.45,4.41,4.42,17980600,0
IBE.MC,D,20041201,000000,4.42,4.49,4.42,4.47,21280500,0
IBE.MC,D,20041202,000000,4.49,4.50,4.45,4.48,25006100,0
IBE.MC,D,20041203,000000,4.49,4.50,4.45,4.47,17922800,0
IBE.MC,D,20041206,000000,4.47,4.47,4.47,4.47,000,0
IBE.MC,D,20041207,000000,4.45,4.48,4.45,4.47,17700800,0
IBE.MC,D,20041208,000000,4.47,4.47,4.47,4.47,000,0
IBE.MC,D,20041209,000000,4.44,4.50,4.44,4.49,74522200,0
IBE.MC,D,20041210,000000,4.49,4.50,4.48,4.50,15474900,0
IBE.MC,D,20041213,000000,4.50,4.54,4.49,4.53,22282200,0
IBE.MC,D,20041214,000000,4.55,4.57,4.53,4.56,23514500,0
IBE.MC,D,20041215,000000,4.56,4.57,4.54,4.55,24815800,0
IBE.MC,D,20041216,000000,4.56,4.58,4.55,4.57,29168700,0
IBE.MC,D,20041217,000000,4.57,4.59,4.51,4.55,48065700,0
IBE.MC,D,20041220,000000,4.55,4.59,4.55,4.59,56591600,0
IBE.MC,D,20041221,000000,4.59,4.61,4.57,4.61,69899100,0
IBE.MC,D,20041222,000000,4.61,4.63,4.61,4.63,27229600,0
IBE.MC,D,20041223,000000,4.62,4.66,4.62,4.65,163404600,0
IBE.MC,D,20041224,000000,4.65,4.65,4.65,4.65,000,0
IBE.MC,D,20041227,000000,4.65,4.68,4.64,4.65,23680300,0
IBE.MC,D,20041228,000000,4.65,4.68,4.65,4.67,55946500,0
IBE.MC,D,20041229,000000,4.68,4.70,4.67,4.69,49235600,0
IBE.MC,D,20041230,000000,4.69,4.71,4.62,4.68,40354100,0
IBE.MC,D,20041231,000000,4.68,4.68,4.68,4.68,000,0
IBE.MC,D,20050103,000000,4.60,4.63,4.57,4.62,17417600,0
IBE.MC,D,20050104,000000,4.64,4.66,4.62,4.65,86410000,0
IBE.MC,D,20050105,000000,4.64,4.64,4.58,4.60,91434700,0
IBE.MC,D,20050106,000000,4.60,4.60,4.60,4.60,000,0
IBE.MC,D,20050107,000000,4.59,4.63,4.59,4.63,91201800,0
IBE.MC,D,20050110,000000,4.63,4.63,4.60,4.61,9413500,0
IBE.MC,D,20050111,000000,4.62,4.64,4.58,4.61,21022600,0
IBE.MC,D,20050112,000000,4.61,4.62,4.59,4.60,16491500,0
IBE.MC,D,20050113,000000,4.60,4.67,4.60,4.65,15501200,0
IBE.MC,D,20050114,000000,4.64,4.69,4.63,4.68,11125500,0
IBE.MC,D,20050117,000000,4.68,4.70,4.66,4.68,58174000,0
IBE.MC,D,20050118,000000,4.68,4.68,4.63,4.66,12892800,0
IBE.MC,D,20050119,000000,4.67,4.68,4.66,4.68,14899900,0
IBE.MC,D,20050120,000000,4.64,4.66,4.63,4.64,14708700,0
IBE.MC,D,20050121,000000,4.63,4.65,4.61,4.64,22224700,0
IBE.MC,D,20050124,000000,4.63,4.65,4.59,4.64,24037400,0
IBE.MC,D,20050125,000000,4.64,4.68,4.63,4.68,55769400,0
IBE.MC,D,20050126,000000,4.67,4.68,4.64,4.66,12229800,0
IBE.MC,D,20050127,000000,4.68,4.69,4.64,4.69,15222900,0
IBE.MC,D,20050128,000000,4.70,4.74,4.70,4.71,26585900,0
IBE.MC,D,20050131,000000,4.71,4.75,4.71,4.75,20235000,0
IBE.MC,D,20050201,000000,4.76,4.78,4.74,4.75,32214300,0
IBE.MC,D,20050202,000000,4.75,4.83,4.72,4.81,13812500,0
IBE.MC,D,20050203,000000,4.81,4.82,4.79,4.81,19610200,0
IBE.MC,D,20050204,000000,4.82,4.84,4.79,4.84,19161300,0
IBE.MC,D,20050207,000000,4.83,4.86,4.81,4.83,17809700,0
IBE.MC,D,20050208,000000,4.82,4.83,4.78,4.82,11251400,0
IBE.MC,D,20050209,000000,4.82,4.83,4.80,4.81,60402700,0
IBE.MC,D,20050210,000000,4.84,4.86,4.80,4.85,84075500,0
IBE.MC,D,20050211,000000,4.87,4.99,4.86,4.97,33148100,0
IBE.MC,D,20050214,000000,4.97,5.00,4.95,4.97,25356000,0
IBE.MC,D,20050215,000000,4.97,5.07,4.96,5.03,50368300,0
IBE.MC,D,20050216,000000,5.05,5.07,5.00,5.07,24641600,0
IBE.MC,D,20050217,000000,5.05,5.12,5.04,5.10,32279900,0
IBE.MC,D,20050218,000000,5.10,5.11,5.07,5.08,20864100,0
IBE.MC,D,20050221,000000,5.05,5.07,4.90,4.93,37815500,0
IBE.MC,D,20050222,000000,4.94,4.97,4.87,4.94,21074100,0
IBE.MC,D,20050223,000000,4.94,4.99,4.89,4.97,71863900,0
IBE.MC,D,20050224,000000,4.99,4.99,4.90,4.92,20475800,0
IBE.MC,D,20050225,000000,4.92,4.99,4.92,4.98,22116200,0
IBE.MC,D,20050228,000000,4.97,5.02,4.97,4.98,49016500,0
IBE.MC,D,20050301,000000,4.96,4.99,4.95,4.99,20314800,0
IBE.MC,D,20050302,000000,4.99,4.99,4.93,4.98,48523000,0
IBE.MC,D,20050303,000000,4.97,4.98,4.93,4.97,17252000,0
IBE.MC,D,20050304,000000,4.95,5.02,4.93,5.02,45131700,0
IBE.MC,D,20050307,000000,5.05,5.05,4.98,5.03,39169700,0
IBE.MC,D,20050308,000000,5.03,5.03,4.98,4.99,29042600,0
IBE.MC,D,20050309,000000,5.01,5.02,4.97,4.97,23613100,0
IBE.MC,D,20050310,000000,4.93,4.95,4.86,4.89,37073300,0
IBE.MC,D,20050311,000000,4.93,4.93,4.87,4.89,24654300,0
IBE.MC,D,20050314,000000,4.86,4.91,4.85,4.90,14141500,0
IBE.MC,D,20050315,000000,4.93,4.98,4.90,4.97,22072000,0
IBE.MC,D,20050316,000000,4.95,4.98,4.90,4.93,21616200,0
IBE.MC,D,20050317,000000,4.93,4.99,4.91,4.97,16959000,0
IBE.MC,D,20050318,000000,4.97,4.99,4.94,4.98,21755300,0
IBE.MC,D,20050321,000000,4.95,5.00,4.94,4.95,83580500,0
IBE.MC,D,20050322,000000,4.94,4.99,4.93,4.99,46638700,0
IBE.MC,D,20050323,000000,4.93,4.99,4.93,4.97,53491100,0
IBE.MC,D,20050324,000000,4.97,5.04,4.95,5.02,47659100,0
IBE.MC,D,20050325,000000,5.02,5.02,5.02,5.02,000,0
IBE.MC,D,20050328,000000,5.02,5.02,5.02,5.02,000,0
IBE.MC,D,20050329,000000,4.97,5.07,4.96,5.04,15144900,0
IBE.MC,D,20050330,000000,5.01,5.06,4.97,5.01,11937500,0
IBE.MC,D,20050331,000000,5.07,5.09,5.04,5.05,17294000,0
IBE.MC,D,20050401,000000,5.04,5.12,5.02,5.09,14753200,0
IBE.MC,D,20050404,000000,5.09,5.09,4.99,5.00,20793100,0
IBE.MC,D,20050405,000000,5.03,5.12,5.01,5.12,19142100,0
IBE.MC,D,20050406,000000,5.14,5.22,5.13,5.20,23731100,0
IBE.MC,D,20050407,000000,5.19,5.20,5.16,5.20,14506200,0
IBE.MC,D,20050408,000000,5.24,5.24,5.18,5.18,12500400,0
IBE.MC,D,20050411,000000,5.18,5.20,5.15,5.18,44480300,0
IBE.MC,D,20050412,000000,5.20,5.20,5.13,5.15,10668600,0
IBE.MC,D,20050413,000000,5.19,5.21,5.18,5.21,14549100,0
IBE.MC,D,20050414,000000,5.18,5.22,5.17,5.20,12277900,0
IBE.MC,D,20050415,000000,5.15,5.16,5.12,5.12,24797300,0
IBE.MC,D,20050418,000000,5.07,5.07,4.99,5.04,33045400,0
IBE.MC,D,20050419,000000,5.05,5.07,5.01,5.06,19476900,0
IBE.MC,D,20050420,000000,5.10,5.10,5.04,5.06,14051600,0
IBE.MC,D,20050421,000000,5.06,5.07,5.01,5.04,35275000,0
IBE.MC,D,20050422,000000,5.08,5.09,5.01,5.05,19597800,0
IBE.MC,D,20050425,000000,5.05,5.09,5.04,5.08,179878300,0
IBE.MC,D,20050426,000000,5.08,5.09,5.05,5.06,13799500,0
IBE.MC,D,20050427,000000,5.07,5.07,5.00,5.04,55221900,0
IBE.MC,D,20050428,000000,5.05,5.06,5.02,5.04,20328000,0
IBE.MC,D,20050429,000000,5.03,5.08,5.02,5.04,22483500,0
IBE.MC,D,20050502,000000,5.09,5.11,5.05,5.10,13391800,0
IBE.MC,D,20050503,000000,5.09,5.12,5.07,5.12,12019700,0
IBE.MC,D,20050504,000000,5.12,5.14,5.08,5.14,12093200,0
IBE.MC,D,20050505,000000,5.14,5.16,5.13,5.16,11112700,0
IBE.MC,D,20050506,000000,5.16,5.19,5.13,5.15,12943400,0
IBE.MC,D,20050509,000000,5.12,5.16,5.12,5.14,10054300,0
IBE.MC,D,20050510,000000,5.16,5.16,5.09,5.11,11506800,0
IBE.MC,D,20050511,000000,5.11,5.11,5.06,5.09,23771800,0
IBE.MC,D,20050512,000000,5.09,5.11,5.07,5.09,12139400,0
IBE.MC,D,20050513,000000,5.09,5.10,5.05,5.07,16497200,0
IBE.MC,D,20050516,000000,5.09,5.09,5.04,5.05,9477100,0
IBE.MC,D,20050517,000000,5.06,5.09,5.05,5.07,9686500,0
IBE.MC,D,20050518,000000,5.09,5.21,5.07,5.20,26386200,0
IBE.MC,D,20050519,000000,5.20,5.22,5.16,5.21,15461900,0
IBE.MC,D,20050520,000000,5.21,5.21,5.17,5.18,15191000,0
IBE.MC,D,20050523,000000,5.20,5.21,5.14,5.17,13279100,0
IBE.MC,D,20050524,000000,5.18,5.18,5.12,5.14,13999700,0
IBE.MC,D,20050525,000000,5.15,5.15,5.11,5.13,11945500,0
IBE.MC,D,20050526,000000,5.13,5.18,5.12,5.17,13616500,0
IBE.MC,D,20050527,000000,5.17,5.18,5.11,5.15,24399400,0
IBE.MC,D,20050530,000000,5.15,5.20,5.15,5.20,14527200,0
IBE.MC,D,20050531,000000,5.22,5.22,5.18,5.19,29052100,0
IBE.MC,D,20050601,000000,5.21,5.32,5.21,5.30,29721700,0
IBE.MC,D,20050602,000000,5.32,5.34,5.27,5.32,16536400,0
IBE.MC,D,20050603,000000,5.32,5.32,5.32,5.32,000,0
IBE.MC,D,20050606,000000,5.26,5.29,5.24,5.26,9234000,0
IBE.MC,D,20050607,000000,5.27,5.36,5.26,5.33,18542300,0
IBE.MC,D,20050608,000000,5.34,5.34,5.30,5.32,15216700,0
IBE.MC,D,20050609,000000,5.30,5.33,5.29,5.31,10533900,0
IBE.MC,D,20050610,000000,5.35,5.35,5.30,5.33,12865300,0
IBE.MC,D,20050613,000000,5.34,5.36,5.32,5.35,9243500,0
IBE.MC,D,20050614,000000,5.36,5.39,5.33,5.39,18928400,0
IBE.MC,D,20050615,000000,5.42,5.42,5.29,5.30,58483200,0
IBE.MC,D,20050616,000000,5.31,5.37,5.26,5.32,33449200,0
IBE.MC,D,20050617,000000,5.31,5.35,5.28,5.34,45674700,0
IBE.MC,D,20050620,000000,5.31,5.34,5.29,5.33,34245000,0
IBE.MC,D,20050621,000000,5.35,5.39,5.32,5.38,36957400,0
IBE.MC,D,20050622,000000,5.41,5.42,5.36,5.37,21571700,0
IBE.MC,D,20050623,000000,5.40,5.41,5.36,5.41,30686100,0
IBE.MC,D,20050624,000000,5.37,5.39,5.35,5.38,86189300,0
IBE.MC,D,20050627,000000,5.38,5.39,5.32,5.37,160669000,0
IBE.MC,D,20050628,000000,5.38,5.42,5.35,5.42,124771600,0
IBE.MC,D,20050629,000000,5.43,5.45,5.41,5.44,191837000,0
IBE.MC,D,20050630,000000,5.43,5.46,5.40,5.45,77946800,0
IBE.MC,D,20050701,000000,5.36,5.39,5.33,5.38,102770000,0
IBE.MC,D,20050704,000000,5.37,5.38,5.34,5.37,58642600,0
IBE.MC,D,20050705,000000,5.37,5.37,5.29,5.35,84827000,0
IBE.MC,D,20050706,000000,5.38,5.38,5.32,5.36,29154200,0
IBE.MC,D,20050707,000000,5.34,5.34,5.09,5.26,46937400,0
IBE.MC,D,20050708,000000,5.33,5.33,5.26,5.31,41690400,0
IBE.MC,D,20050711,000000,5.35,5.38,5.30,5.32,71012400,0
IBE.MC,D,20050712,000000,5.35,5.35,5.29,5.34,23133400,0
IBE.MC,D,20050713,000000,5.34,5.35,5.30,5.34,15332300,0
IBE.MC,D,20050714,000000,5.36,5.36,5.30,5.33,26993900,0
IBE.MC,D,20050715,000000,5.33,5.34,5.26,5.28,24771800,0
IBE.MC,D,20050718,000000,5.31,5.32,5.28,5.30,29158800,0
IBE.MC,D,20050719,000000,5.32,5.32,5.25,5.30,31273300,0
IBE.MC,D,20050720,000000,5.29,5.32,5.24,5.26,17749700,0
IBE.MC,D,20050721,000000,5.27,5.31,5.16,5.27,40887000,0
IBE.MC,D,20050722,000000,5.29,5.31,5.24,5.27,22902500,0
IBE.MC,D,20050725,000000,5.30,5.30,5.20,5.27,14300900,0
IBE.MC,D,20050726,000000,5.24,5.32,5.23,5.27,14352600,0
IBE.MC,D,20050727,000000,5.24,5.29,5.22,5.25,26298400,0
IBE.MC,D,20050728,000000,5.25,5.27,5.23,5.26,15339000,0
IBE.MC,D,20050729,000000,5.27,5.28,5.23,5.26,14784400,0
IBE.MC,D,20050801,000000,5.28,5.28,5.21,5.22,30697500,0
IBE.MC,D,20050802,000000,5.22,5.28,5.21,5.28,19696000,0
IBE.MC,D,20050803,000000,5.26,5.27,5.22,5.24,10107900,0
IBE.MC,D,20050804,000000,5.22,5.24,5.20,5.21,13621100,0
IBE.MC,D,20050805,000000,5.18,5.22,5.18,5.20,13175000,0
IBE.MC,D,20050808,000000,5.23,5.23,5.19,5.21,15543400,0
IBE.MC,D,20050809,000000,5.19,5.22,5.18,5.21,15695900,0
IBE.MC,D,20050810,000000,5.21,5.30,5.21,5.30,14571300,0
IBE.MC,D,20050811,000000,5.32,5.33,5.27,5.31,19708600,0
IBE.MC,D,20050812,000000,5.33,5.33,5.27,5.28,9559300,0
IBE.MC,D,20050815,000000,5.26,5.29,5.26,5.27,3668400,0
IBE.MC,D,20050816,000000,5.28,5.30,5.24,5.26,18306200,0
IBE.MC,D,20050817,000000,5.27,5.27,5.22,5.25,16988200,0
IBE.MC,D,20050818,000000,5.30,5.30,5.20,5.24,7063900,0
IBE.MC,D,20050819,000000,5.24,5.30,5.22,5.29,12203400,0
IBE.MC,D,20050822,000000,5.29,5.30,5.28,5.28,4576900,0
IBE.MC,D,20050823,000000,5.27,5.28,5.24,5.25,8503800,0
IBE.MC,D,20050824,000000,5.24,5.26,5.22,5.24,23494300,0
IBE.MC,D,20050825,000000,5.22,5.23,5.19,5.21,10766300,0
IBE.MC,D,20050826,000000,5.20,5.23,5.16,5.18,14364500,0
IBE.MC,D,20050829,000000,5.15,5.18,5.12,5.16,17744800,0
IBE.MC,D,20050830,000000,5.16,5.17,5.13,5.14,12595100,0
IBE.MC,D,20050831,000000,5.13,5.24,5.13,5.22,29815000,0
IBE.MC,D,20050901,000000,5.22,5.27,5.22,5.26,9213800,0
IBE.MC,D,20050902,000000,5.25,5.31,5.25,5.27,15789200,0
IBE.MC,D,20050905,000000,5.29,5.44,5.29,5.38,34188000,0
IBE.MC,D,20050906,000000,5.59,5.66,5.51,5.51,107007400,0
IBE.MC,D,20050907,000000,5.52,5.58,5.51,5.53,29390800,0
IBE.MC,D,20050908,000000,5.51,5.53,5.47,5.53,21162300,0
IBE.MC,D,20050909,000000,5.53,5.57,5.50,5.56,15188800,0
IBE.MC,D,20050912,000000,5.57,5.59,5.52,5.58,14431700,0
IBE.MC,D,20050913,000000,5.59,5.62,5.57,5.59,20205700,0
IBE.MC,D,20050914,000000,5.61,5.62,5.55,5.57,21709200,0
IBE.MC,D,20050915,000000,5.56,5.60,5.56,5.60,10155700,0
IBE.MC,D,20050916,000000,5.57,5.64,5.57,5.61,15496500,0
IBE.MC,D,20050919,000000,5.55,5.62,5.53,5.61,16324200,0
IBE.MC,D,20050920,000000,5.59,5.64,5.59,5.64,11130500,0
IBE.MC,D,20050921,000000,5.59,5.62,5.57,5.58,14458100,0
IBE.MC,D,20050922,000000,5.58,5.62,5.55,5.59,24795200,0
IBE.MC,D,20050923,000000,5.57,5.72,5.57,5.69,21598800,0
IBE.MC,D,20050926,000000,5.75,5.88,5.73,5.78,23472500,0
IBE.MC,D,20050927,000000,5.78,5.82,5.75,5.76,14062400,0
IBE.MC,D,20050928,000000,5.74,5.87,5.74,5.84,16709300,0
IBE.MC,D,20050929,000000,5.83,5.87,5.78,5.78,11140500,0
IBE.MC,D,20050930,000000,5.84,5.86,5.80,5.81,9182300,0
IBE.MC,D,20051003,000000,5.85,5.89,5.80,5.86,13400300,0
IBE.MC,D,20051004,000000,5.86,5.92,5.82,5.92,12336400,0
IBE.MC,D,20051005,000000,5.89,5.95,5.88,5.88,16186400,0
IBE.MC,D,20051006,000000,5.82,5.85,5.77,5.83,21666900,0
IBE.MC,D,20051007,000000,5.81,5.84,5.74,5.78,19539000,0
IBE.MC,D,20051010,000000,5.79,5.82,5.75,5.78,10503100,0
IBE.MC,D,20051011,000000,5.80,5.82,5.73,5.75,17009900,0
IBE.MC,D,20051012,000000,5.69,5.71,5.65,5.68,22639500,0
IBE.MC,D,20051013,000000,5.66,5.68,5.61,5.62,22576600,0
IBE.MC,D,20051014,000000,5.67,5.68,5.58,5.66,15999900,0
IBE.MC,D,20051017,000000,5.68,5.70,5.60,5.62,17908200,0
IBE.MC,D,20051018,000000,5.62,5.64,5.54,5.60,14179400,0
IBE.MC,D,20051019,000000,5.55,5.62,5.54,5.57,20470700,0
IBE.MC,D,20051020,000000,5.66,5.67,5.54,5.57,21688000,0
IBE.MC,D,20051021,000000,5.54,5.58,5.52,5.56,17472900,0
IBE.MC,D,20051024,000000,5.53,5.62,5.52,5.61,9112600,0
IBE.MC,D,20051025,000000,5.62,5.66,5.57,5.58,9398100,0
IBE.MC,D,20051026,000000,5.54,5.60,5.49,5.55,50628600,0
IBE.MC,D,20051027,000000,5.51,5.56,5.46,5.48,22308300,0
IBE.MC,D,20051028,000000,5.47,5.52,5.47,5.47,19547400,0
IBE.MC,D,20051031,000000,5.51,5.61,5.51,5.59,49037700,0
IBE.MC,D,20051101,000000,5.59,5.62,5.53,5.56,12611300,0
IBE.MC,D,20051102,000000,5.56,5.61,5.47,5.52,19146700,0
IBE.MC,D,20051103,000000,5.55,5.56,5.48,5.54,18136900,0
IBE.MC,D,20051104,000000,5.52,5.56,5.50,5.54,10698200,0
IBE.MC,D,20051107,000000,5.52,5.57,5.48,5.53,17614400,0
IBE.MC,D,20051108,000000,5.56,5.58,5.47,5.50,16536900,0
IBE.MC,D,20051109,000000,5.49,5.53,5.49,5.52,15167500,0
IBE.MC,D,20051110,000000,5.56,5.56,5.50,5.53,11752100,0
IBE.MC,D,20051111,000000,5.57,5.60,5.54,5.57,14062800,0
IBE.MC,D,20051114,000000,5.57,5.65,5.53,5.60,17604600,0
IBE.MC,D,20051115,000000,5.59,5.61,5.55,5.59,16000800,0
IBE.MC,D,20051116,000000,5.56,5.59,5.54,5.58,18150100,0
IBE.MC,D,20051117,000000,5.58,5.62,5.58,5.61,15975300,0
IBE.MC,D,20051118,000000,5.66,5.66,5.56,5.61,18596400,0
IBE.MC,D,20051121,000000,5.61,5.63,5.57,5.60,10084500,0
IBE.MC,D,20051122,000000,5.62,5.62,5.53,5.55,17353000,0
IBE.MC,D,20051123,000000,5.57,5.65,5.56,5.62,19197000,0
IBE.MC,D,20051124,000000,5.66,5.66,5.59,5.64,11969300,0
IBE.MC,D,20051125,000000,5.64,5.68,5.62,5.64,13484600,0
IBE.MC,D,20051128,000000,5.66,5.70,5.59,5.64,13124300,0
IBE.MC,D,20051129,000000,5.62,5.68,5.61,5.65,18656900,0
IBE.MC,D,20051130,000000,5.62,5.64,5.58,5.59,18952500,0
IBE.MC,D,20051201,000000,5.59,5.63,5.58,5.63,47932400,0
IBE.MC,D,20051202,000000,5.63,5.65,5.59,5.62,10677100,0
IBE.MC,D,20051205,000000,5.63,5.64,5.56,5.60,25791200,0
IBE.MC,D,20051206,000000,5.60,5.64,5.57,5.62,50468600,0
IBE.MC,D,20051207,000000,5.64,5.65,5.58,5.65,17744600,0
IBE.MC,D,20051208,000000,5.59,5.64,5.57,5.64,21741200,0
IBE.MC,D,20051209,000000,5.60,5.62,5.59,5.61,7242300,0
IBE.MC,D,20051212,000000,5.62,5.65,5.59,5.62,15552200,0
IBE.MC,D,20051213,000000,5.61,5.62,5.55,5.58,24959000,0
IBE.MC,D,20051214,000000,5.60,5.62,5.57,5.60,20189200,0
IBE.MC,D,20051215,000000,5.59,5.60,5.54,5.58,47665300,0
IBE.MC,D,20051216,000000,5.57,5.64,5.55,5.62,41389600,0
IBE.MC,D,20051219,000000,5.59,5.64,5.59,5.59,18772700,0
IBE.MC,D,20051220,000000,5.59,5.69,5.57,5.65,20918500,0
IBE.MC,D,20051221,000000,5.64,5.74,5.64,5.71,23481600,0
IBE.MC,D,20051222,000000,5.71,5.74,5.70,5.74,84653400,0
IBE.MC,D,20051223,000000,5.75,5.78,5.71,5.73,42997000,0
IBE.MC,D,20051226,000000,5.73,5.73,5.73,5.73,000,0
IBE.MC,D,20051227,000000,5.74,5.80,5.72,5.78,11612800,0
IBE.MC,D,20051228,000000,5.78,5.82,5.76,5.81,11857700,0
IBE.MC,D,20051229,000000,5.82,5.82,5.78,5.81,41097700,0
IBE.MC,D,20051230,000000,5.80,5.80,5.75,5.77,83360000,0
IBE.MC,D,20060102,000000,5.66,5.74,5.66,5.70,14022600,0
IBE.MC,D,20060103,000000,5.68,5.70,5.65,5.69,11006300,0
IBE.MC,D,20060104,000000,5.72,5.74,5.65,5.70,15798900,0
IBE.MC,D,20060105,000000,5.71,5.73,5.68,5.68,71409800,0
IBE.MC,D,20060106,000000,5.68,5.68,5.68,5.68,000,0
IBE.MC,D,20060109,000000,5.71,5.75,5.66,5.73,47244300,0
IBE.MC,D,20060110,000000,5.72,5.75,5.70,5.70,42422700,0
IBE.MC,D,20060111,000000,5.74,5.75,5.70,5.74,23234200,0
